ProjectId,ProjectName,ProjectStatus,StartDate,DueDate,ProjectOwner,ProjectOwnerId,ProjectOwnerEmail,CustomerName,CustomerId,Progress,Project Type,CompletedTasks,OverdueTasks,BlockedTasks,AtRiskTasks,ApprovalPending,BRD Sign-off,UAT Sign-off,% BM Billed,% BM Created,Billing Status,ProjectTrackedHours,PercentageBudgetConsumed,ActualStartDate,ActualCompletedDate,Kick-off Date,Final Go Live Date,First Go-Live Date,PlannedDuration,ProjectBudget,EstimateAtCompletion,EstimateToComplete,ProjectRevenue,ProjectCost,ProjectProfit,Invoiced Amount,TeamMembers,Region
PRJ-0140,Stark Inc - Migration,In progress,2026-05-03,2027-02-13,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Stark Inc,50139,87,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Kaya|hana.kaya.105@example.org, Mei Kaya|mei.kaya.130@example.org",MEA
PRJ-0141,Northwind LLC - Enterprise Rollout,Completed,2026-07-19,2027-05-20,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Northwind LLC,50140,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Kaya|zara.kaya.127@example.org, Arjun Sato|arjun.sato.100@example.org",MEA
PRJ-0142,Cyberdyne Ltd - Migration,In progress,2026-03-29,2027-02-07,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Cyberdyne Ltd,50141,10,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Kaya|zara.kaya.127@example.org, Mei Sato|mei.sato.114@example.org, Tomas Novak|tomas.novak.102@example.org, Sofia Rossi|sofia.rossi.115@example.org, Priya Sato|priya.sato.128@example.org",AMER
PRJ-0143,Umbrella LLC - Integration Program,In progress,2026-02-01,2026-04-02,Amara Raman,ACT-1007,amara.raman.7@example.com,Umbrella LLC,50142,95,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Mei Sato|mei.sato.114@example.org,MEA
PRJ-0144,Hooli GmbH - CLM Implementation,Completed,2026-01-27,2026-05-10,Amara Raman,ACT-1007,amara.raman.7@example.com,Hooli GmbH,50143,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Sato|yusuf.sato.120@example.org, Daniel Kaya|daniel.kaya.129@example.org, Daniel Kaya|daniel.kaya.113@example.org, Elena Diallo|elena.diallo.125@example.org, Ingrid Sato|ingrid.sato.139@example.org, Tomas Sato|tomas.sato.118@example.org",APAC
PRJ-0145,Cyberdyne Inc - Migration,Completed,2026-03-18,2026-07-23,Priya Raman,ACT-1000,priya.raman.0@example.com,Cyberdyne Inc,50144,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Sato|arjun.sato.132@example.org, Tomas Sato|tomas.sato.118@example.org, Arjun Sato|arjun.sato.100@example.org, Tomas Novak|tomas.novak.102@example.org, Amara Berg|amara.berg.135@example.org",APAC
PRJ-0146,Hooli GmbH - Phase 1 Implementation,On hold,2026-06-06,2027-07-04,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Hooli GmbH,50145,20,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Mei Sato|mei.sato.114@example.org, Ingrid Sato|ingrid.sato.107@example.org",MEA
PRJ-0147,Wayne LLC - CLM Implementation,In progress,2026-01-22,2026-09-04,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Wayne LLC,50146,60,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Novak|noah.novak.110@example.org, Hana Rossi|hana.rossi.137@example.org, Amara Berg|amara.berg.135@example.org, Yusuf Diallo|yusuf.diallo.104@example.org, Hana Rossi|hana.rossi.137@example.org, Yusuf Diallo|yusuf.diallo.104@example.org",APAC
PRJ-0148,Northwind GmbH - Migration,In progress,2026-03-22,2026-12-25,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Northwind GmbH,50147,89,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Sato|yusuf.sato.120@example.org, Noah Novak|noah.novak.110@example.org, Hana Rossi|hana.rossi.137@example.org, Ingrid Sato|ingrid.sato.107@example.org",AMER
PRJ-0149,Hooli Inc - Phase 2 Rollout,In progress,2026-05-28,2026-09-28,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Hooli Inc,50148,63,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.122@example.org, Hana Rossi|hana.rossi.137@example.org, Kwame Novak|kwame.novak.108@example.org, Daniel Kaya|daniel.kaya.129@example.org",AMER
PRJ-0150,Northwind Inc - Phase 1 Implementation,In progress,2026-05-08,2026-12-16,Priya Raman,ACT-1000,priya.raman.0@example.com,Northwind Inc,50149,88,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Sato|tomas.sato.134@example.org, Tomas Sato|tomas.sato.118@example.org, Priya Diallo|priya.diallo.112@example.org",MEA
PRJ-0151,Soylent Inc - Migration,On hold,2026-04-07,2027-04-07,Priya Raman,ACT-1000,priya.raman.0@example.com,Soylent Inc,50150,68,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Diallo|noah.diallo.126@example.org, Amara Berg|amara.berg.135@example.org",AMER
PRJ-0152,Globex Ltd - Enterprise Rollout,On hold,2026-05-14,2026-08-15,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Globex Ltd,50151,15,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Rossi|hana.rossi.121@example.org, Sofia Rossi|sofia.rossi.115@example.org, Kwame Rossi|kwame.rossi.124@example.org, Hana Rossi|hana.rossi.121@example.org",Europe
PRJ-0153,Soylent Ltd - CLM Implementation,In progress,2026-04-20,2026-09-14,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Soylent Ltd,50152,72,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Sato|arjun.sato.100@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Lena Sato|lena.sato.133@example.org, Mei Sato|mei.sato.114@example.org, Yusuf Rossi|yusuf.rossi.136@example.org",MEA
PRJ-0154,Tyrell Inc - CLM Implementation,In progress,2026-05-29,2027-03-24,Amara Raman,ACT-1007,amara.raman.7@example.com,Tyrell Inc,50153,80,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Sato|tomas.sato.134@example.org,APAC
PRJ-0155,Northwind LLC - Phase 2 Rollout,On hold,2026-06-18,2027-01-10,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Northwind LLC,50154,25,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.122@example.org, Amara Berg|amara.berg.135@example.org, Yusuf Sato|yusuf.sato.120@example.org, Tomas Sato|tomas.sato.134@example.org",MEA
PRJ-0156,Acme LLC - CLM Implementation,On hold,2026-04-03,2027-04-30,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Acme LLC,50155,12,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Diallo|marco.diallo.106@example.org, Arjun Sato|arjun.sato.132@example.org",Europe
PRJ-0157,Contoso GmbH - Phase 1 Implementation,In progress,2026-02-02,2026-05-16,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Contoso GmbH,50156,40,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Noah Diallo|noah.diallo.126@example.org,APAC
PRJ-0158,Initech Inc - Integration Program,In progress,2026-04-12,2027-03-14,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Initech Inc,50157,13,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Diallo|noah.diallo.126@example.org, Yusuf Diallo|yusuf.diallo.104@example.org",AMER
PRJ-0159,Hooli Ltd - Enterprise Rollout,In progress,2026-07-19,2026-08-20,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Hooli Ltd,50158,52,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Sato|lena.sato.133@example.org, Mei Kaya|mei.kaya.130@example.org",AMER
PRJ-0160,Globex Inc - Phase 2 Rollout,In progress,2026-03-08,2026-07-22,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Globex Inc,50159,32,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Sato|tomas.sato.118@example.org, Elena Sato|elena.sato.109@example.org, Daniel Kaya|daniel.kaya.129@example.org, Marco Sato|marco.sato.138@example.org",AMER
PRJ-0161,Tyrell GmbH - Migration,Completed,2026-03-10,2026-06-28,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Tyrell GmbH,50160,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Novak|noah.novak.110@example.org, Daniel Kaya|daniel.kaya.113@example.org",APAC
PRJ-0162,Globex GmbH - Phase 1 Implementation,In progress,2026-06-25,2027-01-15,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Globex GmbH,50161,78,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Novak|kwame.novak.108@example.org, Mei Sato|mei.sato.114@example.org, Yusuf Diallo|yusuf.diallo.104@example.org",APAC
PRJ-0163,Cyberdyne Inc - Phase 2 Rollout,In progress,2026-06-01,2027-03-17,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Cyberdyne Inc,50162,6,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Sato|amara.sato.119@example.org, Tomas Sato|tomas.sato.134@example.org, Ingrid Sato|ingrid.sato.107@example.org, Amara Diallo|amara.diallo.103@example.org",AMER
PRJ-0164,Wonka LLC - Phase 1 Implementation,In progress,2026-01-30,2026-08-17,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Wonka LLC,50163,76,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Kaya|lena.kaya.101@example.org, Zara Novak|zara.novak.111@example.org, Sofia Berg|sofia.berg.131@example.org, Elena Diallo|elena.diallo.125@example.org, Kwame Novak|kwame.novak.108@example.org, Hana Kaya|hana.kaya.105@example.org",Europe
PRJ-0165,Hooli GmbH - Migration,In progress,2026-03-15,2027-02-19,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Hooli GmbH,50164,59,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Novak|tomas.novak.102@example.org, Kwame Rossi|kwame.rossi.124@example.org, Amara Sato|amara.sato.119@example.org",MEA
PRJ-0166,Northwind Ltd - CLM Implementation,In progress,2026-07-21,2026-08-24,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Northwind Ltd,50165,13,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.122@example.org, Marco Diallo|marco.diallo.106@example.org, Lena Kaya|lena.kaya.101@example.org, Sofia Rossi|sofia.rossi.115@example.org, Tomas Sato|tomas.sato.118@example.org, Hana Kaya|hana.kaya.105@example.org",Europe
PRJ-0167,Initech Inc - Phase 1 Implementation,In progress,2026-07-15,2026-10-01,Amara Raman,ACT-1007,amara.raman.7@example.com,Initech Inc,50166,93,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Berg|sofia.berg.131@example.org, Amara Berg|amara.berg.135@example.org, Sofia Rossi|sofia.rossi.115@example.org",Europe
PRJ-0168,Acme Inc - CLM Implementation,Completed,2026-01-13,2026-05-13,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Acme Inc,50167,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Diallo|noah.diallo.126@example.org, Yusuf Sato|yusuf.sato.120@example.org, Elena Sato|elena.sato.109@example.org, Noah Diallo|noah.diallo.126@example.org",AMER
PRJ-0169,Northwind LLC - Phase 2 Rollout,In progress,2026-06-18,2026-07-19,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Northwind LLC,50168,54,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Kaya|lena.kaya.101@example.org, Hana Rossi|hana.rossi.137@example.org, Kwame Novak|kwame.novak.108@example.org, Ingrid Sato|ingrid.sato.107@example.org, Noah Diallo|noah.diallo.126@example.org",AMER
PRJ-0170,Northwind Ltd - Enterprise Rollout,In progress,2026-01-09,2026-07-02,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Northwind Ltd,50169,83,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Sato|lena.sato.133@example.org,MEA
PRJ-0171,Soylent Ltd - Phase 1 Implementation,In progress,2026-02-17,2026-10-01,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Soylent Ltd,50170,95,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Kaya|hana.kaya.105@example.org, Priya Diallo|priya.diallo.112@example.org, Marco Diallo|marco.diallo.106@example.org, Hana Rossi|hana.rossi.121@example.org, Hana Rossi|hana.rossi.137@example.org, Noah Novak|noah.novak.110@example.org",APAC
PRJ-0172,Tyrell GmbH - Migration,In progress,2026-06-01,2027-05-08,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Tyrell GmbH,50171,37,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Rossi|kwame.rossi.124@example.org, Ingrid Sato|ingrid.sato.139@example.org, Noah Novak|noah.novak.110@example.org, Amara Berg|amara.berg.135@example.org, Yusuf Diallo|yusuf.diallo.104@example.org",MEA
PRJ-0173,Initech GmbH - Integration Program,In progress,2026-01-25,2026-12-25,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Initech GmbH,50172,0,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Sato|tomas.sato.134@example.org, Noah Novak|noah.novak.110@example.org, Mei Kaya|mei.kaya.130@example.org, Tomas Novak|tomas.novak.102@example.org, Yusuf Sato|yusuf.sato.120@example.org, Amara Diallo|amara.diallo.103@example.org",APAC
PRJ-0174,Contoso Group - Migration,Completed,2026-03-04,2026-05-20,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Contoso Group,50173,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Novak|kwame.novak.108@example.org, Hana Kaya|hana.kaya.105@example.org, Noah Diallo|noah.diallo.126@example.org, Marco Diallo|marco.diallo.106@example.org",AMER
PRJ-0175,Massive Dynamic GmbH - Enterprise Rollout,Completed,2026-05-24,2026-06-28,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Massive Dynamic GmbH,50174,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Arjun Sato|arjun.sato.132@example.org, Marco Diallo|marco.diallo.106@example.org, Elena Diallo|elena.diallo.125@example.org, Sofia Rossi|sofia.rossi.115@example.org, Ingrid Sato|ingrid.sato.139@example.org",MEA
PRJ-0176,Globex LLC - Phase 2 Rollout,In progress,2026-01-22,2026-03-29,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Globex LLC,50175,44,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.122@example.org, Mei Kaya|mei.kaya.130@example.org, Elena Sato|elena.sato.109@example.org, Mei Kaya|mei.kaya.130@example.org, Arjun Diallo|arjun.diallo.116@example.org, Zara Novak|zara.novak.111@example.org",MEA
PRJ-0177,Tyrell GmbH - Phase 2 Rollout,In progress,2026-05-24,2027-03-23,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Tyrell GmbH,50176,77,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Yusuf Diallo|yusuf.diallo.104@example.org,AMER
PRJ-0178,Hooli Group - CLM Implementation,In progress,2026-04-12,2026-05-18,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Hooli Group,50177,2,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Sato|yusuf.sato.120@example.org, Marco Diallo|marco.diallo.106@example.org, Hana Rossi|hana.rossi.121@example.org, Daniel Kaya|daniel.kaya.113@example.org",AMER
PRJ-0179,Acme LLC - Phase 2 Rollout,Completed,2026-03-21,2026-09-26,Priya Raman,ACT-1000,priya.raman.0@example.com,Acme LLC,50178,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Mei Kaya|mei.kaya.130@example.org, Sofia Berg|sofia.berg.131@example.org, Mei Sato|mei.sato.114@example.org",MEA
PRJ-0180,Cyberdyne GmbH - Migration,In progress,2026-01-30,2027-02-07,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Cyberdyne GmbH,50179,37,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Kaya|zara.kaya.127@example.org, Elena Sato|elena.sato.109@example.org, Priya Sato|priya.sato.128@example.org",Europe
PRJ-0181,Cyberdyne Inc - Migration,In progress,2026-05-24,2026-11-07,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Cyberdyne Inc,50180,62,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Kwame Novak|kwame.novak.108@example.org, Amara Berg|amara.berg.135@example.org, Tomas Sato|tomas.sato.134@example.org, Hana Kaya|hana.kaya.105@example.org, Mei Kaya|mei.kaya.130@example.org",MEA
PRJ-0182,Umbrella Ltd - Phase 2 Rollout,In progress,2026-07-19,2027-08-16,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Umbrella Ltd,50181,28,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Sato|tomas.sato.134@example.org,Europe
PRJ-0183,Massive Dynamic Ltd - Phase 2 Rollout,In progress,2026-05-20,2026-10-29,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Massive Dynamic Ltd,50182,74,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Elena Sato|elena.sato.109@example.org, Noah Novak|noah.novak.110@example.org, Priya Sato|priya.sato.128@example.org, Elena Diallo|elena.diallo.125@example.org",APAC
PRJ-0184,Globex GmbH - Phase 1 Implementation,Completed,2026-04-24,2027-01-04,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Globex GmbH,50183,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Sato|tomas.sato.118@example.org,APAC
PRJ-0185,Massive Dynamic GmbH - Phase 2 Rollout,In progress,2026-05-14,2026-08-01,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Massive Dynamic GmbH,50184,38,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Sato|arjun.sato.132@example.org, Yusuf Sato|yusuf.sato.120@example.org, Hana Kaya|hana.kaya.105@example.org",MEA
PRJ-0186,Soylent Group - Enterprise Rollout,Completed,2026-04-27,2026-06-09,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Soylent Group,50185,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Diallo|amara.diallo.103@example.org, Amara Berg|amara.berg.135@example.org, Tomas Sato|tomas.sato.134@example.org, Hana Rossi|hana.rossi.121@example.org, Hana Rossi|hana.rossi.121@example.org, Lena Sato|lena.sato.133@example.org",APAC
PRJ-0187,Acme Group - Phase 2 Rollout,Completed,2026-01-14,2026-12-24,Amara Raman,ACT-1007,amara.raman.7@example.com,Acme Group,50186,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Novak|kwame.novak.108@example.org, Priya Sato|priya.sato.128@example.org, Daniel Kaya|daniel.kaya.113@example.org",APAC
PRJ-0188,Initech Ltd - CLM Implementation,In progress,2026-05-29,2027-03-23,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Initech Ltd,50187,81,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingrid Sato|ingrid.sato.107@example.org, Arjun Diallo|arjun.diallo.116@example.org",Europe
PRJ-0189,Cyberdyne GmbH - Migration,In progress,2026-05-06,2026-10-24,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Cyberdyne GmbH,50188,44,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Kaya|zara.kaya.127@example.org, Mei Kaya|mei.kaya.130@example.org, Arjun Sato|arjun.sato.100@example.org, Yusuf Sato|yusuf.sato.120@example.org, Mei Sato|mei.sato.114@example.org, Mei Sato|mei.sato.114@example.org",MEA
PRJ-0190,Soylent Group - Phase 1 Implementation,Completed,2026-07-17,2027-08-18,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Soylent Group,50189,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,Priya Diallo|priya.diallo.112@example.org,AMER
PRJ-0191,Massive Dynamic Inc - Integration Program,In progress,2026-05-18,2027-03-30,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Massive Dynamic Inc,50190,47,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Kaya|hana.kaya.105@example.org, Zara Kaya|zara.kaya.127@example.org, Mei Sato|mei.sato.114@example.org",MEA
PRJ-0192,Acme Inc - Integration Program,In progress,2026-04-22,2026-06-21,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Acme Inc,50191,97,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Kaya|daniel.kaya.113@example.org, Mei Kaya|mei.kaya.130@example.org, Hana Kaya|hana.kaya.105@example.org, Ingrid Rossi|ingrid.rossi.123@example.org",MEA
PRJ-0193,Initech LLC - Phase 1 Implementation,In progress,2026-04-14,2027-05-15,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Initech LLC,50192,15,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.138@example.org, Yusuf Sato|yusuf.sato.120@example.org",Europe
PRJ-0194,Stark GmbH - Phase 1 Implementation,In progress,2026-02-01,2027-03-06,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Stark GmbH,50193,59,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Priya Diallo|priya.diallo.112@example.org, Lena Kaya|lena.kaya.101@example.org",Europe
PRJ-0195,Soylent Inc - Phase 1 Implementation,On hold,2026-06-23,2026-10-21,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Soylent Inc,50194,38,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Kaya|lena.kaya.101@example.org, Arjun Sato|arjun.sato.132@example.org",Europe
PRJ-0196,Cyberdyne Ltd - Integration Program,In progress,2026-04-11,2026-08-15,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Cyberdyne Ltd,50195,77,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Rossi|yusuf.rossi.136@example.org, Marco Diallo|marco.diallo.106@example.org, Lena Kaya|lena.kaya.101@example.org, Tomas Sato|tomas.sato.134@example.org, Kwame Novak|kwame.novak.108@example.org, Tomas Sato|tomas.sato.134@example.org",Europe
PRJ-0197,Northwind Group - Enterprise Rollout,Completed,2026-02-20,2026-06-24,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Northwind Group,50196,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Elena Diallo|elena.diallo.125@example.org, Elena Sato|elena.sato.109@example.org",MEA
PRJ-0198,Soylent Group - CLM Implementation,Completed,2026-05-02,2026-07-05,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Soylent Group,50197,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Kaya|hana.kaya.105@example.org, Amara Berg|amara.berg.135@example.org, Lena Rossi|lena.rossi.117@example.org, Noah Novak|noah.novak.110@example.org, Tomas Novak|tomas.novak.102@example.org",Europe
PRJ-0199,Northwind Inc - Integration Program,In progress,2026-07-21,2027-03-28,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Northwind Inc,50198,49,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Sato|arjun.sato.132@example.org, Sofia Berg|sofia.berg.131@example.org, Mei Kaya|mei.kaya.130@example.org",APAC
PRJ-0200,Tyrell Ltd - CLM Implementation,In progress,2026-02-25,2026-11-15,Amara Raman,ACT-1007,amara.raman.7@example.com,Tyrell Ltd,50199,94,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Priya Diallo|priya.diallo.112@example.org, Priya Diallo|priya.diallo.112@example.org, Mei Sato|mei.sato.114@example.org",MEA
